,type,url,name,image,description,rating,rating_count,content_rating,genre,keywords,date,actors,director,creator,duration,popularity,metascore,plot,interests,budget_amount,budget_currency,gross_amount,gross_currency
32,Movie,https://www.imdb.com/title/tt0253474/,The Pianist,https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",8.5,928235,R,"['Biography', 'Drama', 'Music']","holocaust,pianist,hiding a jew,survival,based on autobiography",2003-06-13,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004778/', 'name': 'Adrien Brody'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0470981/', 'name': 'Thomas Kretschmann'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0277975/', 'name': 'Frank Finlay'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000591/', 'name': 'Roman Polanski'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0024473/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0030304/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0053177/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0367838/', 'name': 'Ronald Harwood'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0844262/', 'name': 'Wladyslaw Szpilman'}]",150,767.0,85.0,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.","['Docudrama', 'Epic', 'Period Drama', 'Tragedy', 'War Epic', 'Biography', 'Drama', 'Music', 'War']",35000000.0,USD,32590750.0,USD
33,Movie,https://www.imdb.com/title/tt6751668/,Gisaengchung,https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,Greed and class discrimination threaten the newly-formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,8.5,987284,R,"['Drama', 'Thriller']","class differences,plot twist,social satire,fraud,house",2019-05-30,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0814280/', 'name': 'Song Kang-ho'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1310525/', 'name': 'Lee Sun-kyun'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1856097/', 'name': 'Cho Yeo-jeong'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0094435/', 'name': 'Bong Joon Ho'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0043365/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0197091/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0094435/', 'name': 'Bong Joon Ho'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm8243301/', 'name': 'Han Jin-won'}]",132,182.0,97.0,Greed and class discrimination threaten the newly-formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,"['Psychological Thriller', 'Drama', 'Thriller']",11400000.0,USD,53369749.0,USD
34,Movie,https://www.imdb.com/title/tt0054215/,Psycho,https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,8.5,727925,R,"['Horror', 'Mystery', 'Thriller']","motel,shower,dissociative identity disorder,surprise ending,serial killer",1960-09-08,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000578/', 'name': 'Anthony Perkins'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001463/', 'name': 'Janet Leigh'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0587256/', 'name': 'Vera Miles'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000033/', 'name': 'Alfred Hitchcock'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0137799/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0137800/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0825010/', 'name': 'Joseph Stefano'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0088645/', 'name': 'Robert Bloch'}]",109,266.0,97.0,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,"['Psychological Horror', 'Psychological Thriller', 'Slasher Horror', 'Suspense Mystery', 'Horror', 'Mystery', 'Thriller']",806947.0,USD,32000000.0,USD
35,Movie,https://www.imdb.com/title/tt0172495/,Gladiator,https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,8.5,1651773,R,"['Action', 'Adventure', 'Drama']","roman empire,gladiator,slavery,combat,battlefield",2000-08-04,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000128/', 'name': 'Russell Crowe'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001618/', 'name': 'Joaquin Phoenix'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001567/', 'name': 'Connie Nielsen'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000631/', 'name': 'Ridley Scott'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0819670/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0074212/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0291905/', 'name': 'David Franzoni'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0517589/', 'name': 'John Logan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0629933/', 'name': 'William Nicholson'}]",155,76.0,67.0,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"['Action Epic', 'Sword & Sandal', 'Action', 'Adventure', 'Drama']",103000000.0,USD,187705427.0,USD
36,Movie,https://www.imdb.com/title/tt0110357/,The Lion King,https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_.jpg,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,1159363,G,"['Animation', 'Adventure', 'Drama']","africa,king,lion,prince,meerkat",1994-06-24,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000111/', 'name': 'Matthew Broderick'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000460/', 'name': 'Jeremy Irons'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000469/', 'name': 'James Earl Jones'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0021249/', 'name': 'Roger Allers'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0591450/', 'name': 'Rob Minkoff'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0008970/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0074039/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0575293/', 'name': 'Irene Mecchi'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0731271/', 'name': 'Jonathan Roberts'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0941314/', 'name': 'Linda Woolverton'}]",88,353.0,88.0,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","['Animal Adventure', 'Coming-of-Age', 'Hand-Drawn Animation', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",45000000.0,USD,424979720.0,USD
37,Movie,https://www.imdb.com/title/tt9362722/,Spider-Man: Across the Spider-Verse,https://m.media-amazon.com/images/M/MV5BNThiZjA3MjItZGY5Ni00ZmJhLWEwN2EtOTBlYTA4Y2E0M2ZmXkEyXkFqcGc@._V1_.jpg,"Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a ...",8.6,396679,PG,"['Animation', 'Action', 'Adventure']","multiverse,spider man character,based on comic,second part,miles morales character",2023-06-02,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4271336/', 'name': 'Shameik Moore'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2794962/', 'name': 'Hailee Steinfeld'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3109964/', 'name': 'Brian Tyree Henry'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1690966/', 'name': 'Joaquim Dos Santos'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm5358492/', 'name': 'Kemp Powers'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1042511/', 'name': 'Justin K. Thompson'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0047120/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0180492/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0520488/', 'name': 'Phil Lord'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0588087/', 'name': 'Christopher Miller'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1709264/', 'name': 'Dave Callaham'}]",140,217.0,86.0,"Miles Morales catapults across the multiverse, where he encounters a team of Spider-People charged with protecting its very existence. When the heroes clash on how to handle a new threat, Miles must redefine what it means to be a hero.","['Computer Animation', 'Superhero', 'Supernatural Fantasy', 'Teen Adventure', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",150000000.0,USD,381593754.0,USD
38,Movie,https://www.imdb.com/title/tt0407887/,The Departed,https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_.jpg,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,8.5,1440548,R,"['Crime', 'Drama', 'Thriller']","police,mobster,organized crime,undercover,irish american",2006-10-27,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000138/', 'name': 'Leonardo DiCaprio'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000354/', 'name': 'Matt Damon'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000197/', 'name': 'Jack Nicholson'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000217/', 'name': 'Martin Scorsese'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0136967/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0011877/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1184258/', 'name': 'William Monahan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0538320/', 'name': 'Alan Mak'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0159039/', 'name': 'Felix Chong'}]",151,233.0,85.0,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,"['Cop Drama', 'Gangster', 'Crime', 'Drama', 'Thriller']",90000000.0,USD,132399394.0,USD
39,Movie,https://www.imdb.com/title/tt2582802/,Whiplash,https://m.media-amazon.com/images/M/MV5BMmNkODhkYjctMDMyOC00ZTNjLTkwZTItM2ExMTAxMGU1ZGQ1XkEyXkFqcGc@._V1_.jpg,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student&apos;s potential.,8.5,1013115,R,"['Drama', 'Music']","emotional abuse,drummer,teacher student relationship,jazz music,music school",2024-09-20,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1886602/', 'name': 'Miles Teller'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0799777/', 'name': 'J.K. Simmons'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2552034/', 'name': 'Melissa Benoist'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3227090/', 'name': 'Damien Chazelle'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0135575/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0098315/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0280848/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3227090/', 'name': 'Damien Chazelle'}]",106,174.0,89.0,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,"['Psychological Drama', 'Drama', 'Music']",3300000.0,USD,13092000.0,USD
40,Movie,https://www.imdb.com/title/tt0120586/,American History X,https://m.media-amazon.com/images/M/MV5BMzhiOTQ0NDItOTg0Zi00OGVmLWE0OGEtMTI4NDM0NWMxZWU4XkEyXkFqcGc@._V1_.jpg,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his foot...",8.5,1199743,D,"['Crime', 'Drama']","neo nazi,prison,hatred,racism,male frontal nudity",1998-11-20,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001570/', 'name': 'Edward Norton'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000411/', 'name': 'Edward Furlong'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000350/', 'name': 'Beverly D&apos;Angelo'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0443411/', 'name': 'Tony Kaye'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0046718/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0074787/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0023612/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0571346/', 'name': 'David McKenna'}]",119,401.0,62.0,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.","['Prison Drama', 'Tragedy', 'Crime', 'Drama']",20000000.0,USD,6719864.0,USD
41,Movie,https://www.imdb.com/title/tt0110413/,Léon,https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin&apos;s trade.",8.5,1262384,R,"['Action', 'Crime', 'Drama']","hitman,killer child,revenge,assassin,loss of family",1994-09-14,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000606/', 'name': 'Jean Reno'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000198/', 'name': 'Gary Oldman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000204/', 'name': 'Natalie Portman'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000108/', 'name': 'Luc Besson'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0172053/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0008826/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000108/', 'name': 'Luc Besson'}]",110,291.0,64.0,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","['Gangster', 'One-Person Army Action', 'Action', 'Crime', 'Drama', 'Thriller']",16000000.0,USD,19501238.0,USD
42,Movie,https://www.imdb.com/title/tt0482571/,The Prestige,https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_.jpg,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",8.5,1462125,PG-13,"['Drama', 'Mystery', 'Sci-Fi']","illusion,magician,rivalry,magic,death by drowning",2007-01-12,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000288/', 'name': 'Christian Bale'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0413168/', 'name': 'Hugh Jackman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0424060/', 'name': 'Scarlett Johansson'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0634240/', 'name': 'Christopher Nolan'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0049348/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0129644/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0634300/', 'name': 'Jonathan Nolan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0634240/', 'name': 'Christopher Nolan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1793993/', 'name': 'Christopher Priest'}]",130,176.0,66.0,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","['Period Drama', 'Steampunk', 'Tragedy', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",40000000.0,USD,53089891.0,USD
43,Movie,https://www.imdb.com/title/tt0095327/,Hotaru no haka,https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,A young boy and his little sister struggle to survive in Japan during World War II.,8.5,317581,Not Rated,"['Animation', 'Drama', 'War']","food,orphan,1940s,survival,firefly",1988-04-16,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0851302/', 'name': 'Tsutomu Tatsumi'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0794186/', 'name': 'Ayano Shiraishi'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0945312/', 'name': 'Akemi Yamaguchi'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0847223/', 'name': 'Isao Takahata'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0057589/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0048420/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0636435/', 'name': 'Akiyuki Nosaka'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0847223/', 'name': 'Isao Takahata'}]",88,647.0,94.0,A young boy and his little sister struggle to survive in Japan during World War II.,"['Adult Animation', 'Anime', 'Hand-Drawn Animation', 'Animation', 'Drama', 'War']",3700000.0,USD,516962.0,USD
44,Movie,https://www.imdb.com/title/tt15239678/,Dune: Part Two,https://m.media-amazon.com/images/M/MV5BNTc0YmQxMjEtODI5MC00NjFiLTlkMWUtOGQ5NjFmYWUyZGJhXkEyXkFqcGc@._V1_.jpg,Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,8.5,504754,C,"['Action', 'Adventure', 'Drama']","desert,desert planet,based on novel,dune,space opera",2024-03-15,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3154303/', 'name': 'Timothée Chalamet'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3918035/', 'name': 'Zendaya'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0272581/', 'name': 'Rebecca Ferguson'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0898288/', 'name': 'Denis Villeneuve'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0159111/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0753601/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0898288/', 'name': 'Denis Villeneuve'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm3123612/', 'name': 'Jon Spaihts'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0378541/', 'name': 'Frank Herbert'}]",166,59.0,79.0,Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,"['Action Epic', 'Desert Adventure', 'Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Sci-Fi']",190000000.0,USD,282144358.0,USD
45,Movie,https://www.imdb.com/title/tt0056058/,Seppuku,https://m.media-amazon.com/images/M/MV5BMWNmYzg5NWYtNzhiMS00NzlkLTgyOTUtYzM3MjY0NDc2YjFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,"When a ronin requesting seppuku at a feudal lord&apos;s palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan&apos;s integrity.",8.6,71110,Not Rated,"['Action', 'Drama', 'Mystery']","samurai,revenge,seppuku,suicide,poverty",1962-09-16,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0619938/', 'name': 'Tatsuya Nakadai'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0410968/', 'name': 'Akira Ishihama'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0412615/', 'name': 'Shima Iwashita'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0462030/', 'name': 'Masaki Kobayashi'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0007001/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0847668/', 'name': 'Yasuhiko Takiguchi'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0368074/', 'name': 'Shinobu Hashimoto'}]",133,1849.0,85.0,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.","['Period Drama', 'Samurai', 'Action', 'Drama', 'Mystery']",,,,
46,Movie,https://www.imdb.com/title/tt0114814/,The Usual Suspects,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,8.5,1157646,R,"['Crime', 'Drama', 'Mystery']","surprise ending,criminal mastermind,criminal,unreliable narrator,suspect",1995-08-16,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000228/', 'name': 'Kevin Spacey'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000321/', 'name': 'Gabriel Byrne'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001590/', 'name': 'Chazz Palminteri'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001741/', 'name': 'Bryan Singer'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0106129/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0033402/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0082030/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0003160/', 'name': 'Christopher McQuarrie'}]",106,344.0,76.0,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,"['Gangster', 'Heist', 'Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",6000000.0,USD,23341568.0,USD
47,Movie,https://www.imdb.com/title/tt0034583/,Casablanca,https://m.media-amazon.com/images/M/MV5BNWEzN2U1YTYtYTQyMS00NTVkLWE2NGQtZWFlMmM0MDNjMmRiXkEyXkFqcGc@._V1_.jpg,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,8.5,612424,PG,"['Drama', 'Romance', 'War']","nazi,love triangle,nightclub,casablanca morocco,french morocco",1943-01-23,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000007/', 'name': 'Humphrey Bogart'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000006/', 'name': 'Ingrid Bergman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0002134/', 'name': 'Paul Henreid'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0002031/', 'name': 'Michael Curtiz'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0258493/', 'name': 'Julius J. Epstein'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0462321/', 'name': 'Howard Koch'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0122417/', 'name': 'Murray Burnett'}]",102,840.0,100.0,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,"['Drama', 'Romance', 'War']",950000.0,USD,4219709.0,USD
48,Movie,https://www.imdb.com/title/tt1675434/,Intouchables,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_.jpg,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",8.5,942601,R,"['Comedy', 'Drama']","caregiver,class differences,disabled person,quadriplegia,friendship between men",2011-11-02,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0167388/', 'name': 'François Cluzet'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1082477/', 'name': 'Omar Sy'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0494504/', 'name': 'Anne Le Ny'}]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0619923/', 'name': 'Olivier Nakache'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0865918/', 'name': 'Éric Toledano'}]","[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0093197/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0387248/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0028557/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0619923/', 'name': 'Olivier Nakache'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0865918/', 'name': 'Éric Toledano'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm4778840/', 'name': 'Philippe Pozzo di Borgo'}]",112,905.0,57.0,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","['Docudrama', 'Comedy', 'Drama']",9500000.0,EUR,10198820.0,USD
